term_status,section,title,instructor,schedule,term
26FOpen,EPPS 6336.0w1,Fundamentals of Sustainability  (3 Semester Credit Hours),Muhammad Rahman,No Meeting Room,26f
26FOpen,EPPS 6346.0h1,Qualitative Research Methods  (3 Semester Credit Hours),Brenda Gambol Gavigan,(Hybrid) Wednesday 4:00pm - 6:45pm AD 3.214,26f
26FOpen,EPPS 6352.001,Evaluation Research Methods in the Economic  Political and Policy Sciences  (3 Semester Credit Hours),Timothy Bray,Monday 4:00pm - 6:45pm FN 2.210,26f
26FOpen,EPPS 6355.001,Machine Learning for Social Text Data  (3 Semester Credit Hours),Patrick Brandt,Wednesday 4:00pm - 6:45pm FN 2.210,26f
26FOpen,EPPS 6356.501,Data Visualization  (3 Semester Credit Hours),Karl Ho,Wednesday 7:00pm - 9:45pm GR 3.402A Wednesday 7:00pm - 9:45pm GR 3.402B,26f
26FOpen,EPPS 6v97.001,Internship  (1-6 Credits),Dohyeong Kim,Internship,26f
26FOpen,EPPS 7304.501,Cost-Benefit Analysis  (3 Semester Credit Hours),Erin Litzow,Monday 7:00pm - 9:45pm GR 3.606,26f
26FOpen,EPPS 7313.501,Descriptive and Inferential Statistics  (3 Semester Credit Hours),Dohyeong Kim,Monday 7:00pm - 9:45pm GR 4.204,26f
24SOpen,FIN 6301.001,Financial Management  (3 Semester Credit Hours),Vikram Nanda,Monday 4:00pm - 6:45pm JSOM 2.801,24s
24SFull,FIN 6301.002,Financial Management  (3 Semester Credit Hours),Amal El-Ashmawi,Monday 1:00pm - 3:45pm JSOM 11.206,24s
24SOpen,FIN 6301.0w1,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,24s
24SOpen,FIN 6307.0w1,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,No Meeting Room,24s
24SOpen,FIN 6307.501,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,Wednesday 7:00pm - 9:45pm JSOM 2.803,24s
24SOpen,FIN 6308.0w1,Regulation of Business and Financial Markets  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,24s
24SOpen,FIN 6310.501,Investment Theory and Practice  (3 Semester Credit Hours),Revansiddha Khanapure,Wednesday 7:00pm - 9:45pm JSOM 11.210,24s
24SOpen,FIN 6314.0w1,Fixed Income Securities  (3 Semester Credit Hours),Jeff Manzi,No Meeting Room,24s
24SOpen,FIN 6315.501,Entrepreneurial Finance  (3 Semester Credit Hours),Rajiv Shah,Monday 7:00pm - 9:45pm JSOM 2.103,24s
24SOpen,FIN 6316.501,Private Equity Finance  (3 Semester Credit Hours),Christian von Drathen,Tuesday 7:00pm - 9:45pm JSOM 2.802,24s
24SOpen,FIN 6318.501,Analytics of Finance  (3 Semester Credit Hours),Nina Baranchuk,Tuesday 7:00pm - 9:45pm JSOM 2.112,24s
24SFull,FIN 6321.0w1,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,24s
24SOpen,FIN 6322.0w1,Real Estate Finance and Investment  (3 Semester Credit Hours),George DeCourcy,No Meeting Room,24s
24SOpen,FIN 6325.501,Macroeconomics and Financial Markets  (3 Semester Credit Hours),Han (Victor) Xia,Monday 7:00pm - 9:45pm JSOM 11.206,24s
24SOpen,FIN 6326.5w1,Real Estate Law and Contracts  (3 Semester Credit Hours),Blake Hedgecock,Monday 7:00pm - 9:45pm No Meeting Room,24s
24SOpen,FIN 6335.501,Energy Finance  (3 Semester Credit Hours),Daniel Sibley,Tuesday 7:00pm - 9:45pm JSOM 2.117,24s
24SOpen,FIN 6336.501,Analysis of Financial Data in the Energy Industries  (3 Semester Credit Hours),Daniel Sibley,Thursday 7:00pm - 9:45pm JSOM 2.103,24s
24SOpen,FIN 6352.001,Financial Modeling for Valuation  (3 Semester Credit Hours),Christian von Drathen,Wednesday 4:00pm - 6:45pm JSOM 11.210,24s
24SOpen,FIN 6352.501,Financial Modeling for Valuation  (3 Semester Credit Hours),Richard Davis,Monday 7:00pm - 9:45pm JSOM 12.210,24s
24SOpen,FIN 6353.501,Financial Modeling for Investment Analysis  (3 Semester Credit Hours),Huibing Zhang,Wednesday 7:00pm - 9:45pm JSOM 2.103,24s
24SOpen,FIN 6360.001,Derivatives Markets  (3 Semester Credit Hours),Dupinderjeet Kaur,Tuesday 10:00am - 12:45pm JSOM 2.901,24s
24SOpen,FIN 6360.0w1,Derivatives Markets  (3 Semester Credit Hours),Feng Zhao,No Meeting Room,24s
24SOpen,FIN 6368.001,Financial Information and Analysis  (3 Semester Credit Hours),Liping Ma,Thursday 4:00pm - 6:45pm JSOM 11.202,24s
24SOpen,FIN 6392.0w1,Financial Technology and Blockchain  (3 Semester Credit Hours),Zhiqiang Zheng,No Meeting Room,24s
24SOpen,FIN 7330.501,Topics in Theoretical Asset Pricing  - Asset Pricing Theories (3 Semester Credit Hours),Huibing Zhang,Monday 5:00pm - 7:45pm JSOM 14.501,24s
24SOpen,FIN 7340.501,Topics in Theoretical Corporate Finance  - Unified Approach to Corp Fin (3 Semester Credit Hours),Vikram Nanda,Tuesday 5:00pm - 7:45pm JSOM 13.501,24s
24UOpen,FIN 6301.0w1,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,24u
24UOpen,FIN 6307.0w1,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,No Meeting Room,24u
24UOpen,FIN 6308.0w1,Regulation of Business and Financial Markets  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,24u
24UOpen,FIN 6322.0w1,Real Estate Finance and Investment  (3 Semester Credit Hours),George DeCourcy,No Meeting Room,24u
24UOpen,FIN 6352.5u1,Financial Modeling for Valuation  (3 Semester Credit Hours),Richard Davis,Monday 6:00pm - 10:00pm JSOM 11.210,24u
24UOpen,FIN 6353.5w1,Financial Modeling for Investment Analysis  (3 Semester Credit Hours),Nina Baranchuk,Wednesday 6:00pm - 10:00pm No Meeting Room,24u
24UOpen,FIN 6360.5w1,Derivatives Markets  (3 Semester Credit Hours),Dupinderjeet Kaur,Tuesday 6:00pm - 9:45pm No Meeting Room,24u
24FOpen,FIN 6301.001,Financial Management  (3 Semester Credit Hours),Yexiao Xu,Tuesday 1:00pm - 3:45pm JSOM 2.903,24f
24FOpen,FIN 6301.002,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,Thursday 4:00pm - 6:45pm JSOM 2.804,24f
24FFull,FIN 6301.0w1,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,24f
24FOpen,FIN 6307.0w1,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,No Meeting Room,24f
24FOpen,FIN 6307.501,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,Monday 7:00pm - 9:45pm JSOM 1.217,24f
24FOpen,FIN 6308.0w1,Regulation of Business and Financial Markets  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,24f
24FOpen,FIN 6310.501,Investment Theory and Practice  (3 Semester Credit Hours),Huibing Zhang,Tuesday 7:00pm - 9:45pm JSOM 2.901,24f
24FOpen,FIN 6315.501,Entrepreneurial Finance  (3 Semester Credit Hours),Rajiv Shah,Wednesday 7:00pm - 9:45pm JSOM 2.116,24f
24FOpen,FIN 6318.001,Analytics of Finance  (3 Semester Credit Hours),Yexiao Xu,Monday 4:00pm - 6:45pm JSOM 11.202,24f
24FFull,FIN 6318.002,Analytics of Finance  (3 Semester Credit Hours),Yexiao Xu,Tuesday 4:00pm - 6:45pm JSOM 2.902,24f
24FFull,FIN 6321.0w1,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,24f
24FOpen,FIN 6323.0w1,Real Estate Market Analysis and Investment  (3 Semester Credit Hours),Julie Lynch,Tuesday 4:00pm - 6:45pm No Meeting Room,24f
24FOpen,FIN 6325.001,Macroeconomics and Financial Markets  (3 Semester Credit Hours),Alejandro Rivera Mesias,Tuesday 4:00pm - 6:45pm JSOM 2.901,24f
24FOpen,FIN 6350.001,Advanced Corporate Finance  (3 Semester Credit Hours),Nina Baranchuk,Thursday 4:00pm - 6:45pm JSOM 2.901,24f
24FOpen,FIN 6352.501,Financial Modeling for Valuation  (3 Semester Credit Hours),Christian von Drathen,Wednesday 7:00pm - 9:45pm JSOM 2.102,24f
24FOpen,FIN 6356.501,Mergers and Acquisitions  (3 Semester Credit Hours),Christian von Drathen,Tuesday 7:00pm - 9:45pm JSOM 2.102,24f
24FOpen,FIN 6360.001,Derivatives Markets  (3 Semester Credit Hours),Dupinderjeet Kaur,Wednesday 10:00am - 12:45pm JSOM 2.103,24f
24FOpen,FIN 6360.0w1,Derivatives Markets  (3 Semester Credit Hours),Feng Zhao,No Meeting Room,24f
24FOpen,FIN 6362.001,Corporate Risk Management  (3 Semester Credit Hours),Kannoo Ravindran,Wednesday 4:00pm - 6:45pm JSOM 2.801,24f
24FOpen,FIN 6370.001,Advanced Theory of Finance and Its Applications  (3 Semester Credit Hours),Michael Rebello,Tuesday 1:00pm - 3:45pm JSOM 13.501,24f
25SOpen,FIN 6301.001,Financial Management  (3 Semester Credit Hours),Vikram Nanda,Wednesday 4:00pm - 6:45pm JSOM 12.202,25s
25SOpen,FIN 6301.0w1,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,25s
25SOpen,FIN 6307.0w1,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,No Meeting Room,25s
25SOpen,FIN 6307.501,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,Wednesday 7:00pm - 9:45pm JSOM 2.803,25s
25SOpen,FIN 6308.0w1,Regulation of Business and Financial Markets  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,25s
25SOpen,FIN 6310.001,Investment Theory and Practice  (3 Semester Credit Hours),Vikram Nanda,Monday 4:00pm - 6:45pm JSOM 12.214,25s
25SOpen,FIN 6315.501,Entrepreneurial Finance  (3 Semester Credit Hours),Rajiv Shah,Monday 7:00pm - 9:45pm JSOM 2.103,25s
25SOpen,FIN 6316.0h1,Private Equity Finance  (3 Semester Credit Hours),Christian von Drathen,(Hybrid) Tuesday 1:00pm - 3:45pm FN 2.104 No Meeting Room Tuesday 1:00pm - 3:45pm FN 2.104,25s
25SOpen,FIN 6318.501,Analytics of Finance  (3 Semester Credit Hours),Nina Baranchuk,Tuesday 7:00pm - 9:45pm JSOM 2.112,25s
25SOpen,FIN 6321.0w1,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,25s
25SFull,FIN 6321.0w2,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,25s
25SOpen,FIN 6322.5w1,Real Estate Finance and Investment  (3 Semester Credit Hours),Daniel Zale,Wednesday 7:00pm - 9:45pm No Meeting Room,25s
25SOpen,FIN 6325.501,Macroeconomics and Financial Markets  (3 Semester Credit Hours),Han (Victor) Xia,Monday 7:00pm - 9:45pm JSOM 2.107,25s
25SOpen,FIN 6326.5w1,Advanced Real Estate Law Practices  (3 Semester Credit Hours),Blake Hedgecock,Thursday 7:00pm - 9:45pm No Meeting Room,25s
25SOpen,FIN 6335.501,Energy Finance  (3 Semester Credit Hours),Daniel Sibley,Tuesday 7:00pm - 9:45pm JSOM 2.717,25s
25SOpen,FIN 6336.501,Analysis of Financial Data in the Energy Industries  (3 Semester Credit Hours),Daniel Sibley,Thursday 7:00pm - 9:45pm JSOM 2.103,25s
25SOpen,FIN 6352.501,Financial Modeling for Valuation  (3 Semester Credit Hours),Luis Felipe Varas Greene,Monday 7:00pm - 9:45pm JSOM 12.222,25s
25SFull,FIN 6353.501,Financial Modeling for Investment Analysis  (3 Semester Credit Hours),Huibing Zhang,Wednesday 7:00pm - 9:45pm JSOM 12.202,25s
25SOpen,FIN 6360.001,Derivatives Markets  (3 Semester Credit Hours),Dupinderjeet Kaur,Tuesday 10:00am - 12:45pm JSOM 2.901,25s
25SOpen,FIN 6360.0w1,Derivatives Markets  (3 Semester Credit Hours),Feng Zhao,No Meeting Room,25s
25SOpen,FIN 6368.001,Financial Information and Analysis  (3 Semester Credit Hours),Liping Ma,Thursday 4:00pm - 6:45pm JSOM 11.206,25s
25SOpen,FIN 6392.0w1,Financial Technology and Blockchain  (3 Semester Credit Hours),Zhiqiang Zheng,No Meeting Room,25s
25SOpen,FIN 7318.001,Stochastic Dynamic Programming  (3 Semester Credit Hours),Alain Bensoussan,Tuesday 1:00pm - 3:45pm JSOM 2.802,25s
25SOpen,FIN 7335.001,Topics in Empirical Asset Pricing  - Financial Mkts & Real Economy (3 Semester Credit Hours),Jun Li,Thursday 4:00pm - 6:45pm JSOM 12.222,25s
25SOpen,FIN 7345.001,Topics in Empirical Corporate Finance  - Corp Financial History & Trend (3 Semester Credit Hours),Steven Xiao,Tuesday 4:00pm - 6:45pm JSOM 13.501,25s
25UOpen,FIN 6301.0w1,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,25u
25UOpen,FIN 6307.0w1,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,No Meeting Room,25u
25UOpen,FIN 6308.0w1,Regulation of Business and Financial Markets  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,25u
25UOpen,FIN 6321.0w1,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,25u
25UOpen,FIN 6352.5u1,Financial Modeling for Valuation  (3 Semester Credit Hours),Richard Davis,Monday 6:00pm - 9:45pm JSOM 11.206,25u
25UOpen,FIN 6360.5w1,Derivatives Markets  (3 Semester Credit Hours),Dupinderjeet Kaur,Friday 6:00pm - 10:30pm No Meeting Room,25u
25FOpen,FIN 6301.001,Financial Management  (3 Semester Credit Hours),Yexiao Xu,Tuesday 1:00pm - 3:45pm JSOM 2.903,25f
25FOpen,FIN 6301.002,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,Thursday 4:00pm - 6:45pm JSOM 2.804,25f
25FFull,FIN 6301.0w1,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,25f
25FOpen,FIN 6307.0w1,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,No Meeting Room,25f
25FOpen,FIN 6307.501,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,Monday 7:00pm - 9:45pm JSOM 1.217,25f
25FOpen,FIN 6308.0w1,Regulation of Business and Financial Markets  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,25f
25FOpen,FIN 6310.0w1,Investment Theory and Practice  (3 Semester Credit Hours),Dupinderjeet Kaur,No Meeting Room,25f
25FOpen,FIN 6310.501,Investment Theory and Practice  (3 Semester Credit Hours),Revansiddha Khanapure,Tuesday 7:00pm - 9:45pm JSOM 2.901,25f
25FOpen,FIN 6318.001,Analytics of Finance  (3 Semester Credit Hours),Yexiao Xu,Monday 4:00pm - 6:45pm JSOM 13.501,25f
25FOpen,FIN 6318.002,Analytics of Finance  (3 Semester Credit Hours),Yexiao Xu,Tuesday 4:00pm - 6:45pm JSOM 12.206,25f
25FOpen,FIN 6321.0w1,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,25f
25FOpen,FIN 6322.5w1,Real Estate Finance and Investments  (3 Semester Credit Hours),Daniel Zale,Tuesday 7:00pm - 9:45pm No Meeting Room,25f
25FOpen,FIN 6323.0w1,Real Estate Market Analysis and Investments  (3 Semester Credit Hours),Julie Lynch,Wednesday 4:00pm - 6:45pm No Meeting Room,25f
25FOpen,FIN 6325.001,Macroeconomics and Financial Markets  (3 Semester Credit Hours),Alejandro Rivera Mesias,Tuesday 4:00pm - 6:45pm JSOM 14.501,25f
25FOpen,FIN 6327.501,Advanced AI Techniques for Financial Applications  (3 Semester Credit Hours),Zhiqiang Zheng,Wednesday 7:00pm - 9:45pm JSOM 2.102,25f
25FOpen,FIN 6352.501,Financial Modeling for Valuation  (3 Semester Credit Hours),Richard Davis,Tuesday 7:00pm - 9:45pm JSOM 2.904,25f
25FFull,FIN 6353.001,Financial Modeling for Investment Analysis  (3 Semester Credit Hours),Huibing Zhang,Wednesday 4:00pm - 6:45pm JSOM 1.110,25f
25FOpen,FIN 6356.501,Mergers and Acquisitions  (3 Semester Credit Hours),Huaizhi Chen,Wednesday 7:00pm - 9:45pm AD 2.232,25f
25FOpen,FIN 6360.001,Derivatives Markets  (3 Semester Credit Hours),Dupinderjeet Kaur,Wednesday 10:00am - 12:45pm JSOM 1.508,25f
25FOpen,FIN 6360.0w1,Derivatives Markets  (3 Semester Credit Hours),Feng Zhao,No Meeting Room,25f
25FOpen,FIN 6362.001,Corporate Risk Management  (3 Semester Credit Hours),Kannoo Ravindran,Wednesday 4:00pm - 6:45pm JSOM 2.801,25f
25FOpen,FIN 6370.001,Advanced Theory of Finance and Its Applications  (3 Semester Credit Hours),Michael Rebello,Tuesday 1:00pm - 3:45pm JSOM 13.501,25f
25FOpen,FIN 7330.001,Topics in Theoretical Asset Pricing  - Asset Pricing Theories (3 Semester Credit Hours),Hao Pang,Wednesday 4:00pm - 6:45pm JSOM 13.501,25f
25FOpen,FIN 7340.501,Topics in Theoretical Corporate Finance  - Unified Approach to Corp Fin (3 Semester Credit Hours),Alejandro Rivera Mesias,Tuesday 7:00pm - 9:45pm JSOM 13.501,25f
26SOpen,FIN 6301.001,Financial Management  (3 Semester Credit Hours),Vikram Nanda,Wednesday 4:00pm - 6:45pm JSOM 11.210,26s
26SFull,FIN 6301.0w1,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,26s
26SOpen,FIN 6307.0w1,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,No Meeting Room,26s
26SOpen,FIN 6307.501,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,Wednesday 7:00pm - 9:45pm JSOM 2.803,26s
26SOpen,FIN 6308.0w1,Regulation of Business and Financial Markets  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,26s
26SOpen,FIN 6310.001,Investment Theory and Practice  (3 Semester Credit Hours),Vikram Nanda,Monday 4:00pm - 6:45pm JSOM 12.214,26s
26SOpen,FIN 6310.0w1,Investment Theory and Practice  (3 Semester Credit Hours),Dupinderjeet Kaur,No Meeting Room,26s
26SOpen,FIN 6315.501,Entrepreneurial Finance  (3 Semester Credit Hours),Rajiv Shah,Monday 7:00pm - 9:45pm JSOM 1.110,26s
26SOpen,FIN 6318.001,Analytics of Finance  (3 Semester Credit Hours),Nina Baranchuk,Thursday 4:00pm - 6:45pm JSOM 2.106,26s
26SFull,FIN 6321.0w1,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,26s
26SOpen,FIN 6321.0w2,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,26s
26SOpen,FIN 6325.501,Macroeconomics and Financial Markets  (3 Semester Credit Hours),Han (Victor) Xia,Monday 7:00pm - 9:45pm JSOM 2.107,26s
26SOpen,FIN 6329.001,Cyber Risk Management for Financial Institutions  (3 Semester Credit Hours),Steven Haynes,Wednesday 10:00am - 12:45pm JSOM 2.901,26s
26SFull,FIN 6335.001,Energy Finance  (3 Semester Credit Hours),Daniel Sibley,Thursday 4:00pm - 6:45pm JSOM 11.210,26s
26SOpen,FIN 6336.501,Analysis of Financial Data in the Energy Industries  (3 Semester Credit Hours),Arun Kharghoria,Thursday 7:00pm - 9:45pm JSOM 2.103,26s
26SOpen,FIN 6352.501,Financial Modeling for Valuation  (3 Semester Credit Hours),Luis Felipe Varas Greene,Monday 7:00pm - 9:45pm JSOM 12.222,26s
26SFull,FIN 6353.501,Financial Modeling for Investment Analysis  (3 Semester Credit Hours),Huibing Zhang,Wednesday 7:00pm - 9:45pm JSOM 12.202,26s
26SOpen,FIN 6360.001,Derivatives Markets  (3 Semester Credit Hours),Dupinderjeet Kaur,Tuesday 10:00am - 12:45pm JSOM 2.901,26s
26SOpen,FIN 6360.0w1,Derivatives Markets  (3 Semester Credit Hours),Feng Zhao,No Meeting Room,26s
26SOpen,FIN 6392.0w1,Financial Technology and Blockchain  (3 Semester Credit Hours),Zhiqiang Zheng,No Meeting Room,26s
26SOpen,FIN 7318.001,Stochastic Dynamic Programming  (3 Semester Credit Hours),Alain Bensoussan,Tuesday 1:00pm - 3:45pm JSOM 2.112,26s
26SOpen,FIN 7335.501,Topics in Empirical Asset Pricing  - Financial Mkts & Real Economy (3 Semester Credit Hours),Feng Zhao,Monday 7:00pm - 9:45pm JSOM 14.501,26s
26SOpen,FIN 7345.501,Topics in Empirical Corporate Finance  - Corp Fin. History & Trend (3 Semester Credit Hours),Pingle Wang,Tuesday 7:00pm - 9:45pm JSOM 13.501,26s
26UOpen,FIN 6301.0w1,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,26u
26UOpen,FIN 6307.0w1,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,No Meeting Room,26u
26UOpen,FIN 6308.0w1,Regulation of Business and Financial Markets  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,26u
26UFull,FIN 6321.0w1,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,26u
26UOpen,FIN 6322.5w1,Real Estate Finance and Investments  (3 Semester Credit Hours),Daniel Zale,Wednesday 6:00pm - 9:45pm No Meeting Room,26u
26UOpen,FIN 6326.5w1,Advanced Real Estate Law Practices  (3 Semester Credit Hours),Blake Hedgecock,Monday 6:00pm - 9:45pm No Meeting Room,26u
26UOpen,FIN 6360.5w1,Derivatives Markets  (3 Semester Credit Hours),Dupinderjeet Kaur,Friday 6:00pm - 10:30pm No Meeting Room,26u
26FOpen,FIN 6301.001,Financial Management  (3 Semester Credit Hours),Yexiao Xu,Tuesday 1:00pm - 3:45pm JSOM 2.903,26f
26FOpen,FIN 6301.0w1,Financial Management  (3 Semester Credit Hours),Hirofumi Nishi,No Meeting Room,26f
26FOpen,FIN 6307.0w1,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,No Meeting Room,26f
26FOpen,FIN 6307.501,Mathematical Methods for Finance  (3 Semester Credit Hours),Liping Ma,Monday 7:00pm - 9:45pm JSOM 1.217,26f
26FOpen,FIN 6308.0w1,Regulation of Business and Financial Markets  (3 Semester Credit Hours),Peter Lewin,No Meeting Room,26f
26FOpen,FIN 6310.0w1,Investment Theory and Practice  (3 Semester Credit Hours),Dupinderjeet Kaur,No Meeting Room,26f
26FOpen,FIN 6318.001,Analytics of Finance  (3 Semester Credit Hours),Yexiao Xu,Monday 4:00pm - 6:45pm JSOM 13.501,26f
26FOpen,FIN 6318.002,Analytics of Finance  (3 Semester Credit Hours),Yexiao Xu,Tuesday 4:00pm - 6:45pm JSOM 12.206,26f
26FOpen,FIN 6321.0w1,Introduction to Real Estate  (3 Semester Credit Hours),Julie Lynch,No Meeting Room,26f
26FOpen,FIN 6321.0w2,Introduction to Real Estate  (3 Semester Credit Hours),-Staff-,No Meeting Room,26f
26FOpen,FIN 6323.0w1,Real Estate Market Analysis and Investments  (3 Semester Credit Hours),Julie Lynch,Wednesday 4:00pm - 6:45pm No Meeting Room,26f
26FOpen,FIN 6325.001,Macroeconomics and Financial Markets  (3 Semester Credit Hours),Alejandro Rivera Mesias,Tuesday 4:00pm - 6:45pm JSOM 14.501,26f
26FOpen,FIN 6327.001,Advanced AI Techniques for Financial Applications  (3 Semester Credit Hours),Zhiqiang Zheng,Tuesday 1:00pm - 3:45pm JSOM 2.107,26f
26FOpen,FIN 6352.501,Financial Modeling for Valuation  (3 Semester Credit Hours),Richard Davis,Tuesday 7:00pm - 9:45pm JSOM 2.904,26f
26FOpen,FIN 6353.001,Financial Modeling for Investment Analysis  (3 Semester Credit Hours),Nina Baranchuk,Wednesday 4:00pm - 6:45pm JSOM 2.901,26f
26FOpen,FIN 6356.001,Mergers and Acquisitions  (3 Semester Credit Hours),Richard Davis,Monday 1:00pm - 3:45pm JSOM 12.202,26f
26FOpen,FIN 6360.0w1,Derivatives Markets  (3 Semester Credit Hours),Feng Zhao,No Meeting Room,26f
26FOpen,FIN 6362.001,Corporate Risk Management  (3 Semester Credit Hours),Kannoo Ravindran,Wednesday 4:00pm - 6:45pm JSOM 2.801,26f
