School,School_Code,Professor_Name,Title,Department,Profile_URL,RMP_URL,Research_Areas,Tags
School of Natural Sciences and Mathematics,NSM,Qiwei Li,Associate Professor – Mathematical Sciences,,https://profiles.utdallas.edu/qiwei.li,https://www.ratemyprofessors.com/search/professors/1273?q=Qiwei%20Li,,high-dimensional data analysis | Machine Learning | Bayesian statistics | Spatial statistics | Shape analysis | Artificial Intelligence
School of Natural Sciences and Mathematics,NSM,Wen Ju Lin,Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/wen-ju.lin,https://www.ratemyprofessors.com/search/professors/1273?q=Wen%20Ju%20Lin,,Biology
School of Natural Sciences and Mathematics,NSM,Li Liu,Research Assistant Professor,Biological Sciences,https://profiles.utdallas.edu/li.liu2,https://www.ratemyprofessors.com/search/professors/1273?q=Li%20Liu,,Biology
School of Natural Sciences and Mathematics,NSM,Mengke Liu,Assistant Professor,Physics,https://profiles.utdallas.edu/mliu,https://www.ratemyprofessors.com/search/professors/1273?q=Mengke%20Liu,,
School of Natural Sciences and Mathematics,NSM,Runzhou Liu,Assist. Prof. of Instruction,Mathematical Sciences,https://profiles.utdallas.edu/runzhou.liu,https://www.ratemyprofessors.com/search/professors/1273?q=Runzhou%20Liu,,
School of Natural Sciences and Mathematics,NSM,Xu Liu,Research Scientist,Space Sciences,https://profiles.utdallas.edu/xu.liu1,https://www.ratemyprofessors.com/search/professors/1273?q=Xu%20Liu,Magnetospheric physics | Instability and propagation of plasma waves | Radiation Belt modeling | Wave-particle interaction,magnetospheric phenomena
School of Natural Sciences and Mathematics,NSM,Yunbo Liu,Research Associate,,https://profiles.utdallas.edu/yunbo.liu,https://www.ratemyprofessors.com/search/professors/1273?q=Yunbo%20Liu,,
School of Natural Sciences and Mathematics,NSM,Xinchou Lou,Professor,Physics,https://profiles.utdallas.edu/xinchou.lou,https://www.ratemyprofessors.com/search/professors/1273?q=Xinchou%20Lou,Elementary particle physics experiments at electron-position colliders | High performance cluster computing | Application of data mining  techniques to other fields of research | Searching for new elementary particles | Measuring charmonium production with the BABAR detector located at the Stanford Linear Accelerator Center. | Monte Carlo simulations | Heavy flavor physics at e+e- colliders | Offline computing,Physics
School of Natural Sciences and Mathematics,NSM,Wenyi Lu,Clinical Assistant Professor,Mathematical Sciences,https://profiles.utdallas.edu/wenyi.lu,https://www.ratemyprofessors.com/search/professors/1273?q=Wenyi%20Lu,,Mathematical Science
School of Natural Sciences and Mathematics,NSM,Xi Lu,Research Associate,Space Sciences,https://profiles.utdallas.edu/xi.lu,https://www.ratemyprofessors.com/search/professors/1273?q=Xi%20Lu,,
School of Natural Sciences and Mathematics,NSM,Lloyd Lumata,Associate Professor,Physics,https://profiles.utdallas.edu/lloyd.lumata,https://www.ratemyprofessors.com/search/professors/1273?q=Lloyd%20Lumata,,Cancer Metabolism | Physics | MRI | NMR Spectroscopy | Biochemistry | Hyperpolarized MRI
School of Natural Sciences and Mathematics,NSM,Dr David E Lumley,"Cecil and Ida Green (Texas Instruments) Endowed Chair in Geophysics | Professor, Dept Head Earth Sciences, Physics",,https://profiles.utdallas.edu/david.lumley,https://www.ratemyprofessors.com/search/professors/1273?q=Dr%20David%20E%20Lumley,,Physics | Astrophysics | Geophysics | Seismology | Imaging | Inversion | HPC | Earth Science
School of Natural Sciences and Mathematics,NSM,Bing Lv,Professor,Physics,https://profiles.utdallas.edu/blv,https://www.ratemyprofessors.com/search/professors/1273?q=Bing%20Lv,,Physics
School of Natural Sciences and Mathematics,NSM,Paul MacAlevey,Professor of Instruction,Physics,https://profiles.utdallas.edu/paul.macalevey,https://www.ratemyprofessors.com/search/professors/1273?q=Paul%20MacAlevey,,Physics
School of Natural Sciences and Mathematics,NSM,Meenakshi Maitra,"Director, STEM Outreach Programs,NSM | Associate Professor of Instruction",,https://profiles.utdallas.edu/meenakshi.maitra,https://www.ratemyprofessors.com/search/professors/1273?q=Meenakshi%20Maitra,,Molecular Biology | Genetics | cancer genetics
School of Natural Sciences and Mathematics,NSM,Oleg Makarenkov,Associate Professor,Mathematical Sciences,https://profiles.utdallas.edu/makarenkov,https://www.ratemyprofessors.com/search/professors/1273?q=Oleg%20Makarenkov,,nonsmooth dynamical systems | Moreau's sweeping processes | dispersing billiards | switching closed-loop control | oscillations | stability | bifurcations | regularization | non-monotone populations models
School of Natural Sciences and Mathematics,NSM,Neha Makhijani,Associate Professor of Instruction,Mathematical Sciences,https://profiles.utdallas.edu/neha.makhijani,https://www.ratemyprofessors.com/search/professors/1273?q=Neha%20Makhijani,,
School of Natural Sciences and Mathematics,NSM,Anton Malko,Professor,Physics,https://profiles.utdallas.edu/anton.malko,https://www.ratemyprofessors.com/search/professors/1273?q=Anton%20Malko,"Molecular/cell science, sorting in microfluidic environments, using optical tweezers | Photoluminescence spectroscopy of single semiconductor quantum dots | Single photon sources and single photon correlation spectroscopy | Femotosecond spectroscopy | Non-linear optics and spectroscopy of quantum dots and other semiconductor materials | Optical limiting devices, Nano-optics | Solid state physics, Laser physics | Fiber optics (hi-power fiber lasers & amplifiers) | Optical engineering",Physics
School of Natural Sciences and Mathematics,NSM,William Manton,Professor Emeritus,,https://profiles.utdallas.edu/william.manton,https://www.ratemyprofessors.com/search/professors/1273?q=William%20Manton,,tracing lead pollution in the environment | isotope ratios | mobilization of lead from skeleton during pregnancy and lactation | geological and geochronological studies in Central America
School of Natural Sciences and Mathematics,NSM,Robert Marsh,Senior Lecturer III,Biological Sciences,https://profiles.utdallas.edu/robert.marsh,https://www.ratemyprofessors.com/search/professors/1273?q=Robert%20Marsh,,Biology
School of Natural Sciences and Mathematics,NSM,Irina Martynova,Associate Professor of Instruction,Mathematical Sciences,https://profiles.utdallas.edu/ixm140930,https://www.ratemyprofessors.com/search/professors/1273?q=Irina%20Martynova,,
School of Natural Sciences and Mathematics,NSM,Simbarashe (Simba) Mazambani,Assistant Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/sxm170074,https://www.ratemyprofessors.com/search/professors/1273?q=Simbarashe%20%28Simba%29%20Mazambani,,Cancer Metabolism | Biochemistry | Functional Genomics | Metabolism
School of Natural Sciences and Mathematics,NSM,Gregory McCandless,Director Academic Programs,Chemistry,https://profiles.utdallas.edu/gregory.mccandless,https://www.ratemyprofessors.com/search/professors/1273?q=Gregory%20McCandless,,
School of Natural Sciences and Mathematics,NSM,Jim McConnell,Master Teacher,Science/Math Education,https://profiles.utdallas.edu/james.mcconnell,https://www.ratemyprofessors.com/search/professors/1273?q=Jim%20McConnell,,Science and Mathematics Education
School of Natural Sciences and Mathematics,NSM,Stephen McKeown,Associate Professor,Mathematical Sciences,https://profiles.utdallas.edu/stephen.mckeown,https://www.ratemyprofessors.com/search/professors/1273?q=Stephen%20McKeown,,
School of Natural Sciences and Mathematics,NSM,George McMechan,Ida Green Professor | Professor Emeritus,,https://profiles.utdallas.edu/george.mcmechan,https://www.ratemyprofessors.com/search/professors/1273?q=George%20McMechan,,exploration seismology | inversion imaging and migration processes
School of Natural Sciences and Mathematics,NSM,Iti Mehta,Assistant Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/iti.mehta,https://www.ratemyprofessors.com/search/professors/1273?q=Iti%20Mehta,,Microbiology | Molecular Biology | Biology
School of Natural Sciences and Mathematics,NSM,Yang Mei,Research Associate,Space Sciences,https://profiles.utdallas.edu/yang.mei,https://www.ratemyprofessors.com/search/professors/1273?q=Yang%20Mei,,
School of Natural Sciences and Mathematics,NSM,Gabriele Meloni,Professor,Chemistry & Biochemistry,https://profiles.utdallas.edu/gabriele.meloni,https://www.ratemyprofessors.com/search/professors/1273?q=Gabriele%20Meloni,,Biochemistry and Chemical Biology | Inorganic | Chemistry
School of Natural Sciences and Mathematics,NSM,Lynn Melton,University Retirees,Science/Math Education,https://profiles.utdallas.edu/lynn.melton,https://www.ratemyprofessors.com/search/professors/1273?q=Lynn%20Melton,Fluorescent Diagnostics for Combustion and Mixing | Development of Analytical Instrumentation | Problem Solving Using Analytical Chemistry | Engineering Applications (Process and Maintenance) of Analytical Techniques,
School of Natural Sciences and Mathematics,NSM,Shixu Meng,Assistant Professor,Mathematical Sciences,https://profiles.utdallas.edu/smeng,https://www.ratemyprofessors.com/search/professors/1273?q=Shixu%20Meng,,Applied and Computational Mathematics | Inverse Problems and Imaging | Waves in Complex Media
School of Natural Sciences and Mathematics,NSM,Rui Miao,Assistant Professor,Mathematical Sciences,https://profiles.utdallas.edu/rui.miao,https://www.ratemyprofessors.com/search/professors/1273?q=Rui%20Miao,,decision making | causal inference | functional data analysis | reinforcement learning | nonparametric statistics | few-shot learning
School of Natural Sciences and Mathematics,NSM,Dennis Miller,Associate Professor Emeritus,Biological Sciences,https://profiles.utdallas.edu/dennis.miller,https://www.ratemyprofessors.com/search/professors/1273?q=Dennis%20Miller,,Molecular Biology | Biology | Biochemistry
School of Natural Sciences and Mathematics,NSM,James W. Miller,Lecturer I,Math,https://profiles.utdallas.edu/james.miller3,https://www.ratemyprofessors.com/search/professors/1273?q=James%20W.%20Miller,,
School of Natural Sciences and Mathematics,NSM,Ritu Mishra,Assistant Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/ritu.mishra,https://www.ratemyprofessors.com/search/professors/1273?q=Ritu%20Mishra,miRNA regulation of alveolar type II cell differentiation in developing fetal lung | Immune-modulator expression during fetal lung development | Role of glucocorticoids in structural and functional maturation of the fetal lung | Role of steroid receptor coactivators (SRCs) in lung cancer pathogenesis,
School of Natural Sciences and Mathematics,NSM,Richard Mitterer,Professor Emeritus,Geosciences,https://profiles.utdallas.edu/richard.mitterer,https://www.ratemyprofessors.com/search/professors/1273?q=Richard%20Mitterer,,present and past carbon cycle of the Earth | global changes throughout Earth's history | high concentrations of methane and hydrogen sulfide in sediment cores off southern coast of Australia
School of Natural Sciences and Mathematics,NSM,Homer Montgomery,Associate Professor,Science/Math Education,https://profiles.utdallas.edu/homer.montgomery,https://www.ratemyprofessors.com/search/professors/1273?q=Homer%20Montgomery,,
School of Natural Sciences and Mathematics,NSM,Faruck Morcos,Professor,Biological Sciences,https://profiles.utdallas.edu/faruckm,https://www.ratemyprofessors.com/search/professors/1273?q=Faruck%20Morcos,,"Biology | Genomics, Systems and Computational Biology | Biochemistry and Biophysics | Information Theory | Statistical Inference | Molecular Evolution"
School of Natural Sciences and Mathematics,NSM,Nicholas Mueller,Lecturer I,Geosciences,https://profiles.utdallas.edu/nicholas.mueller,https://www.ratemyprofessors.com/search/professors/1273?q=Nicholas%20Mueller,,Structural Geology | Potential Field Geophysics | Geographic Information Systems | Active Tectonics of the western Great Basin | Field Geology
School of Natural Sciences and Mathematics,NSM,David Murchison,Clinical Professor,Biological Sciences,https://profiles.utdallas.edu/david.murchison,https://www.ratemyprofessors.com/search/professors/1273?q=David%20Murchison,,Biology
School of Natural Sciences and Mathematics,NSM,Adrian Murza,Assistant Professor of Instruction,Mathematical Sciences,https://profiles.utdallas.edu/adrian.murza,https://www.ratemyprofessors.com/search/professors/1273?q=Adrian%20Murza,,
School of Natural Sciences and Mathematics,NSM,Derege Haileselassie Mussa,Associate Professor of Instruction,Mathematical Sciences,https://profiles.utdallas.edu/derege.mussa,https://www.ratemyprofessors.com/search/professors/1273?q=Derege%20Haileselassie%20Mussa,,Mathematical Science
School of Natural Sciences and Mathematics,NSM,Inga Musselman,Cecil H. Green Distinguished Chair of Academic Leadership | VP Academic Affairs & Provost,,https://profiles.utdallas.edu/inga.musselman,https://www.ratemyprofessors.com/search/professors/1273?q=Inga%20Musselman,"Mechanisms of contrast and limits of contrast resolution 
in scanning tunneling microscopy (STM) images of molecular adsorbates | Peptide/single-walled carbon nanotube interactions 
explored using STM and atomic force microscopy (AFM) | Fabrication and testing of polymer-based mixed-matrix 
membranes for gas separations | Development and testing of high temperature proton 
exchange membranes for fuel cells","Theoretical, Physical or Analytical | Chemistry"
School of Natural Sciences and Mathematics,NSM,John Van Ness,Professor Emeritus,Mathematical Sciences,https://profiles.utdallas.edu/john.ness,https://www.ratemyprofessors.com/search/professors/1273?q=John%20Van%20Ness,,mathematical sciences
School of Natural Sciences and Mathematics,NSM,Mylinh Nguyen,Associate Professor of Instruction,Mathematical Sciences,https://profiles.utdallas.edu/mylinh.nguyen,https://www.ratemyprofessors.com/search/professors/1273?q=Mylinh%20Nguyen,,
School of Natural Sciences and Mathematics,NSM,Steven Nielsen,Associate Professor,Chemistry and Biochemistry,https://profiles.utdallas.edu/steven.nielsen,https://www.ratemyprofessors.com/search/professors/1273?q=Steven%20Nielsen,De-novo peptides designed  to disperse carbon nanotubes in aqueous solution | Surface tension at nano-interfaces | Interaction of nanoparticles with biological membranes,"Theoretical, Physical or Analytical | Chemistry"
School of Natural Sciences and Mathematics,NSM,Bruce Novak,Francis S. and Maurine G. Johnson Chair; Professor,Chemistry and Biochemistry,https://profiles.utdallas.edu/bruce.novak,https://www.ratemyprofessors.com/search/professors/1273?q=Bruce%20Novak,,Organic | Chemistry
School of Natural Sciences and Mathematics,NSM,Tomoki Ohsawa,Associate Professor – Mathematical Sciences,,https://profiles.utdallas.edu/tomoki,https://www.ratemyprofessors.com/search/professors/1273?q=Tomoki%20Ohsawa,,geometric control | mathematical physics | geometric mechanics | Hamiltonian dynamics | geometric numerical integration
School of Natural Sciences and Mathematics,NSM,Zihao Ou,Assistant Professor,"Physics, affiliated with Electrical and Computer Engineering",https://profiles.utdallas.edu/zihao.ou,https://www.ratemyprofessors.com/search/professors/1273?q=Zihao%20Ou,,
School of Natural Sciences and Mathematics,NSM,Ramesh Padmanabhan,Assist. Prof. of Instruction,Biological Sciences,https://profiles.utdallas.edu/ramesh.padmanabhan,https://www.ratemyprofessors.com/search/professors/1273?q=Ramesh%20Padmanabhan,,
School of Natural Sciences and Mathematics,NSM,Kelli Palmer,Professor,Biological Sciences,https://profiles.utdallas.edu/kelli.palmer,https://www.ratemyprofessors.com/search/professors/1273?q=Kelli%20Palmer,,Microbiology | Biology | Pathobiology
School of Natural Sciences and Mathematics,NSM,Jing Pan,Associate Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/jing.pan1,https://www.ratemyprofessors.com/search/professors/1273?q=Jing%20Pan,,
School of Natural Sciences and Mathematics,NSM,Nimanka Panapitiya,Associate Professor of Instruction,Chemistry and Biochemistry,https://profiles.utdallas.edu/nimanka.panapitiya,https://www.ratemyprofessors.com/search/professors/1273?q=Nimanka%20Panapitiya,,Chemistry
School of Natural Sciences and Mathematics,NSM,Paul Pantano,Associate Professor,Chemistry and Biochemistry,https://profiles.utdallas.edu/paul.pantano,https://www.ratemyprofessors.com/search/professors/1273?q=Paul%20Pantano,,Bioanalytical Chemistry | Bionanoscience | Nanosafety
School of Natural Sciences and Mathematics,NSM,Jigarkumar Patel,Professor of Instruction,Mathematical Sciences,https://profiles.utdallas.edu/jigarkumar.patel,https://www.ratemyprofessors.com/search/professors/1273?q=Jigarkumar%20Patel,,Mathematical Science
School of Natural Sciences and Mathematics,NSM,Kaloyan Penev,Associate Professor,Physics,https://profiles.utdallas.edu/kaloyan.penev,https://www.ratemyprofessors.com/search/professors/1273?q=Kaloyan%20Penev,,Physics
School of Natural Sciences and Mathematics,NSM,Luis Felipe Pereira,Professor,Mathematical Sciences,https://profiles.utdallas.edu/luisfelipe.pereira,https://www.ratemyprofessors.com/search/professors/1273?q=Luis%20Felipe%20Pereira,,mathematical modeling and numerical simulation of multiphase flows in porous media | uncertainty quantification methods | CO2 storage | oil recovery | contaminant transport | pore network construction algorithms | numerical methods for partial differential equations | high-performance parallel scientific computing
School of Natural Sciences and Mathematics,NSM,Emile Pessagno,Professor Emeritus,Geosciences,https://profiles.utdallas.edu/emile.pessagno,https://www.ratemyprofessors.com/search/professors/1273?q=Emile%20Pessagno,,
School of Natural Sciences and Mathematics,NSM,Elizabeth Pickett,Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/beth.pickett,https://www.ratemyprofessors.com/search/professors/1273?q=Elizabeth%20Pickett,,Biology
School of Natural Sciences and Mathematics,NSM,Steven Pirouz,Associate Professor of Instruction,,https://profiles.utdallas.edu/mxp180004,https://www.ratemyprofessors.com/search/professors/1273?q=Steven%20Pirouz,,Machine Learning | fold-thrust belt systems | forland basins | surface processes | Structural Geology | Signal Processing | Numerical Analysis & Scientific Computing
School of Natural Sciences and Mathematics,NSM,Dean Presnall,Professor Emeritus,,https://profiles.utdallas.edu/dean.presnall,https://www.ratemyprofessors.com/search/professors/1273?q=Dean%20Presnall,,
School of Natural Sciences and Mathematics,NSM,Ignacio Pujana,Professor of Instruction,Geosciences,https://profiles.utdallas.edu/ignacio.pujana,https://www.ratemyprofessors.com/search/professors/1273?q=Ignacio%20Pujana,,stratigraphy | biostratigraphy | paleoenvironmental analysis | Mesozoic successions | South America | radiolarians | foraminifera | calcareous nanofossils
School of Natural Sciences and Mathematics,NSM,Yanping Qin,Professor of Instruction,Chemistry and Biochemistry,https://profiles.utdallas.edu/yanping.qin,https://www.ratemyprofessors.com/search/professors/1273?q=Yanping%20Qin,,Chemistry
School of Natural Sciences and Mathematics,NSM,Dmitry Rachinskiy,Professor,Mathematical Sciences,https://profiles.utdallas.edu/dmitry.rachinskiy,https://www.ratemyprofessors.com/search/professors/1273?q=Dmitry%20Rachinskiy,,dynamical systems | systems with hysteresis | nonlinear analysis | applied mathematical modeling
School of Natural Sciences and Mathematics,NSM,Diarisoa Mihaja Rakotomalala,Assist. Prof. of Instruction,Mathematical Sciences,https://profiles.utdallas.edu/mihaja,https://www.ratemyprofessors.com/search/professors/1273?q=Diarisoa%20Mihaja%20Rakotomalala,,
School of Natural Sciences and Mathematics,NSM,Viswanath Ramakrishna,Professor,Mathematical Sciences,https://profiles.utdallas.edu/viswanath.ramakrishna,https://www.ratemyprofessors.com/search/professors/1273?q=Viswanath%20Ramakrishna,,control optimization computation and applications in material and molecular sciences
School of Natural Sciences and Mathematics,NSM,Ruben D. Ramirez,Assistant Professor of Instruction- Biological Sciences,,https://profiles.utdallas.edu/ruben.ramirez,https://www.ratemyprofessors.com/search/professors/1273?q=Ruben%20D.%20Ramirez,"Mammalian cell culture and subculture (normal human epithelial cells such as skinkeratinocytes, oral keratinocytes, mammary epithelial cells, squamous esophagealcells, and bronchial epithelial cells; normal human stromal cells such as dermalfibroblasts, oral fibroblasts, esophageal fibroblasts, and lung Hbroblasts; humancancer cells such as HeLa, H1299, etc.). | Transient and stable transfections (plasmid transfections with Fugene6 andretroviral plasmid transfections). | Isolation and purification of proteins. | Western blotting, ELISA, and Immunoprecipitation. | Enzyme activity and kinetic assays. | Electrophoretic Mobility Shift Assay (EMSA). | DNA and RNA isolation. | DNA sequencing, gene mapping, restriction digest, and agarose gels. | Southern blotting. | Northern blotting and RNase Protection Assay. | Plasmid constructs, bacterial competent cell (DH5alpha) culture, cloning andsubcloning. | Expressing target gene in bacterial and mammalian cell lines, and site-directmutagenesis. | PCR and Semi-quantitative RT-PCR. | TRAP (Telomeric Repeat Amplification Protocol) assay, an enzyme assay fordetection of telomerase activity. | TRF (Terminal Restriction Fragment) assay, a modified Southern gel to measuretelomere length. | Cell-based assays: Cell Proliferation Assay, Luciferase Reporter Assay, CeIl-CelIContact Inhibition Assay, Cell Adhesion Assay, and Soft-Agar Assay. | Invasive assays in organotypic cultures (3-dimensionaI).",Biology
School of Natural Sciences and Mathematics,NSM,Lawrence Reitzer,Professor,Biological Sciences,https://profiles.utdallas.edu/lawrence.reitzer,https://www.ratemyprofessors.com/search/professors/1273?q=Lawrence%20Reitzer,,Microbiology | Biology | Biochemistry and Biophysics | Pathobiology
School of Natural Sciences and Mathematics,NSM,Wolfgang Rindler,,,https://profiles.utdallas.edu/wolfgang.rindler,https://www.ratemyprofessors.com/search/professors/1273?q=Wolfgang%20Rindler,,Physics
School of Natural Sciences and Mathematics,NSM,Scott Rippel,Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/scott.rippel,https://www.ratemyprofessors.com/search/professors/1273?q=Scott%20Rippel,,Biology
School of Natural Sciences and Mathematics,NSM,Fabiano Rodrigues,"Fellow, Eugene McDermott Professor (2019",2025),https://profiles.utdallas.edu/fabiano,https://www.ratemyprofessors.com/search/professors/1273?q=Fabiano%20Rodrigues,,Space Sciences | Instrumentation | Radar | GNSS | Ionosphere | Geospace | Upper Atmosphere | Radio Science | Space Weather
School of Natural Sciences and Mathematics,NSM,Filippo Romiti,Assistant Professor,Chemistry and Biochemistry,https://profiles.utdallas.edu/filippo.romiti,https://www.ratemyprofessors.com/search/professors/1273?q=Filippo%20Romiti,,Organic | Chemistry | Synthetic Methodology | Catalysis
School of Natural Sciences and Mathematics,NSM,Samiha Rouf,Lecturer I,Math,https://profiles.utdallas.edu/samiha.rouf,https://www.ratemyprofessors.com/search/professors/1273?q=Samiha%20Rouf,,
School of Natural Sciences and Mathematics,NSM,Eva Sadat,Associate Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/eva.sadat,https://www.ratemyprofessors.com/search/professors/1273?q=Eva%20Sadat,,
School of Natural Sciences and Mathematics,NSM,Narges Salamat,Assistant Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/nxs158730,https://www.ratemyprofessors.com/search/professors/1273?q=Narges%20Salamat,,
School of Natural Sciences and Mathematics,NSM,Myron Salamon,Professor Emeritus,Physics,https://profiles.utdallas.edu/salamon,https://www.ratemyprofessors.com/search/professors/1273?q=Myron%20Salamon,,Physics
School of Natural Sciences and Mathematics,NSM,Lamya Saleh,Associate Professor of Instruction,Physics,https://profiles.utdallas.edu/lamya.saleh,https://www.ratemyprofessors.com/search/professors/1273?q=Lamya%20Saleh,,
School of Natural Sciences and Mathematics,NSM,Erica L. Sanchez,Assistant Professor,Biological Sciences,https://profiles.utdallas.edu/erica.sanchez,https://www.ratemyprofessors.com/search/professors/1273?q=Erica%20L.%20Sanchez,,Cancer Metabolism | signaling | Protein-protein interactions | virology
School of Natural Sciences and Mathematics,NSM,Darshan Sapkota,Assistant Professor,Biological Sciences,https://profiles.utdallas.edu/darshan.sapkota,https://www.ratemyprofessors.com/search/professors/1273?q=Darshan%20Sapkota,,Molecular Biology | Neurodegenarative diseases | Neuroscience | Retina
School of Natural Sciences and Mathematics,NSM,Ilya Sapozhnikov,Senior Lecturer II,Biological Sciences,https://profiles.utdallas.edu/ilya.sapozhnikov,https://www.ratemyprofessors.com/search/professors/1273?q=Ilya%20Sapozhnikov,,Biology
School of Natural Sciences and Mathematics,NSM,Subha N Sarcar,Associate Professor of Instruction,Biological Sciences,https://profiles.utdallas.edu/subha.n.sarcar,https://www.ratemyprofessors.com/search/professors/1273?q=Subha%20N%20Sarcar,,Microbiology | Molecular Biology | Clinical Trials | Drug Development | RNA Editing | DNA Editing | Mitochondrial Diseases | RNA Polymerase
School of Natural Sciences and Mathematics,NSM,Robert Serfling,Professor Emeritus,Mathematical Sciences,https://profiles.utdallas.edu/robert.serfling,https://www.ratemyprofessors.com/search/professors/1273?q=Robert%20Serfling,,
School of Natural Sciences and Mathematics,NSM,Dr. Shailesh Shah,Assistant Professor of Instruction,Chemistry,https://profiles.utdallas.edu/sns170230,https://www.ratemyprofessors.com/search/professors/1273?q=Dr.%20Shailesh%20Shah,,
School of Natural Sciences and Mathematics,NSM,Zubair Shaikh,Research Associate,Space Sciences,https://profiles.utdallas.edu/zubair.shaikh,https://www.ratemyprofessors.com/search/professors/1273?q=Zubair%20Shaikh,"Solar Transients and Space Weather:Investigating the evolution and impact of ICMEs, CIRs, and shocks on heliospheric plasma conditions, geomagnetic activity, and cosmic ray modulation. | Turbulence and Multiscale Dynamics:Exploring solar wind turbulence, energy cascades, and dissipation processes across fluid to kinetic scales, with a focus on current sheets, waves, and plasma heating. | Wave–Particle Interactions:Characterizing electrostatic and electromagnetic plasma waves (e.g., ion acoustic waves, ESWs, whistlers) and their role in particle acceleration, energy transfer, and microphysical processes. | Plasma Micro-Instabilities:Analyzing temperature anisotropy-driven instabilities in the solar wind, ICMEs, and magnetosheath to understand plasma heating and cooling. | Cosmic Ray Transport in the Heliosphere:Examining how large-scale solar events and heliospheric turbulence modulate cosmic ray intensities.",
School of Natural Sciences and Mathematics,NSM,A. Dean Sherry,Professor Emeritus,Chemistry and Biochemistry,https://profiles.utdallas.edu/sherry,https://www.ratemyprofessors.com/search/professors/1273?q=A.%20Dean%20Sherry,High relaxivity Gd(III)-based agents that respond to binding events in vivo. | Slow water exchange paramagnetic complexes that introduce MR contrast by a novel mechanism called chemical exchange saturation transfer (CEST). Paramagnetic CEST agents are now widely referred to a PARACEST agents.,Biochemistry and Chemical Biology | Inorganic | Chemistry
School of Natural Sciences and Mathematics,NSM,Xiaoyan Shi,Assistant Professor,Physics,https://profiles.utdallas.edu/xshi,https://www.ratemyprofessors.com/search/professors/1273?q=Xiaoyan%20Shi,,Physics | Condensed matter physics
School of Natural Sciences and Mathematics,NSM,Prabin Shilpakar,Senior Lecturer I,Geosciences,https://profiles.utdallas.edu/shilpakar,https://www.ratemyprofessors.com/search/professors/1273?q=Prabin%20Shilpakar,,Geoscience
School of Natural Sciences and Mathematics,NSM,Yuki Shindo,Assistant Professor,Biological Sciences,https://profiles.utdallas.edu/yuki.shindo,https://www.ratemyprofessors.com/search/professors/1273?q=Yuki%20Shindo,,
School of Natural Sciences and Mathematics,NSM,Sankalp Shukla,Assistant Professor,Biological Sciences,https://profiles.utdallas.edu/sankalp.shukla,https://www.ratemyprofessors.com/search/professors/1273?q=Sankalp%20Shukla,,Biochemistry and Biophysics | Molecular Neuroscience | Aging and dementia | Membrane biophysics | Neurodegeneration | Cancer Biology | Neurodevelopment
School of Natural Sciences and Mathematics,NSM,John Sibert,Piper Professor; Associate Professor,Chemistry and Biochemistry,https://profiles.utdallas.edu/john.sibert,https://www.ratemyprofessors.com/search/professors/1273?q=John%20Sibert,"The ""Wurster's"" Crowns - Redox-Active Macrocyclic Receptors | Novel Lipophilic Hosts/Oligomeric Metal Complexes for use in
 Cancer Therapy/Diagnosis | Macrocycle Synthesis and Coordination Chemistry | Supramolecular Chemistry: Organic Host-Guest Systems | Bioinorganic Chemistry",Inorganic | Organic | Chemistry
School of Natural Sciences and Mathematics,NSM,Zachary Sickmann,Assistant Professor,,https://profiles.utdallas.edu/zachary.sickmann,https://www.ratemyprofessors.com/search/professors/1273?q=Zachary%20Sickmann,,
School of Natural Sciences and Mathematics,NSM,Jon Sin,Assistant Professor,Biological Sciences,https://profiles.utdallas.edu/jon.sin2,https://www.ratemyprofessors.com/search/professors/1273?q=Jon%20Sin,,
School of Natural Sciences and Mathematics,NSM,Katharine Sink,Lecturer I,,https://profiles.utdallas.edu/katharine.sink,https://www.ratemyprofessors.com/search/professors/1273?q=Katharine%20Sink,,hydrology | Hydrogeology | environmental science | data science
School of Natural Sciences and Mathematics,NSM,Jason Slinker,Associate Department Head of Physics | Professor – Physics,,https://profiles.utdallas.edu/slinker,https://www.ratemyprofessors.com/search/professors/1273?q=Jason%20Slinker,,Physics
School of Natural Sciences and Mathematics,NSM,Ronald Smaldone,Professor,Chemistry and Biochemistry,https://profiles.utdallas.edu/ronald.smaldone,https://www.ratemyprofessors.com/search/professors/1273?q=Ronald%20Smaldone,,Organic | Chemistry
School of Natural Sciences and Mathematics,NSM,Octavious Smiley,Assist. Prof. of Instruction,Mathematical Sciences,https://profiles.utdallas.edu/octavious.smiley,https://www.ratemyprofessors.com/search/professors/1273?q=Octavious%20Smiley,,
School of Natural Sciences and Mathematics,NSM,Aaron Smith,Assistant Professor,Physics,https://profiles.utdallas.edu/asmith,https://www.ratemyprofessors.com/search/professors/1273?q=Aaron%20Smith,,Astrophysics | Cosmology | Scientific Computing | Galaxy Formation and Evolution | Radiation Hydrodynamics
