School,School_Code,Professor_Name,Title,Department,Profile_URL,RMP_URL,Research_Areas,Tags
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Rosemary Admiral,Associate Professor,,https://profiles.utdallas.edu/rosemary.admiral,https://www.ratemyprofessors.com/search/professors/1273?q=Rosemary%20Admiral,,HIST | RELS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Ali Asgar Alibhai,Assistant Professor — Art History,,https://profiles.utdallas.edu/aliasgar.alibhai,https://www.ratemyprofessors.com/search/professors/1273?q=Ali%20Asgar%20Alibhai,,AHST | VPAS | EODIAH
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Diego Alins Breda,Assistant Professor of Instruction,,https://profiles.utdallas.edu/diego.alinsbreda,https://www.ratemyprofessors.com/search/professors/1273?q=Diego%20Alins%20Breda,,LIT | SPAN | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Andy Amato,Professor of Instruction — Philosophy,,https://profiles.utdallas.edu/andy.amato,https://www.ratemyprofessors.com/search/professors/1273?q=Andy%20Amato,,Ethics | Continental Philosophy | Aesthetics | PHIL | RELS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Zafar Anjum,Associate Professor of Instruction,,https://profiles.utdallas.edu/zanjum,https://www.ratemyprofessors.com/search/professors/1273?q=Zafar%20Anjum,,HUMA | ARAB | LANG | RELS | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Artem Arutyunyan,Lecturer I,,https://profiles.utdallas.edu/artem.arutyunyan,https://www.ratemyprofessors.com/search/professors/1273?q=Artem%20Arutyunyan,,MUSI | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Danielle M Avram,Assistant Professor of Instruction — Contemporary Gallery and Exhibition Studies,,https://profiles.utdallas.edu/daniellem.avram,https://www.ratemyprofessors.com/search/professors/1273?q=Danielle%20M%20Avram,,Emerging Media Art | ARTS | VPAS | SP/N Gallery | Design & Creative Practice | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Mary Carol Bagley,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/marycarol.bagley,https://www.ratemyprofessors.com/search/professors/1273?q=Mary%20Carol%20Bagley,,RHET
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Barbara Baker,Assistant Professor of Instruction,,https://profiles.utdallas.edu/barbara.baker,https://www.ratemyprofessors.com/search/professors/1273?q=Barbara%20Baker,,Communication Studies | FilmTheory and Criticism | Rhetorical Theory and Criticism | Gender Race and Class in Communication | Critical Pedagogy | Interpersonal Communication | COMM | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Anne Balsamo,Arts and Humanities Distinguished University Chair | Professor,,https://profiles.utdallas.edu/anne.balsamo,https://www.ratemyprofessors.com/search/professors/1273?q=Anne%20Balsamo,,Emerging Media Art | Art & Science | Communication & Culture | Critical Media Studies | Design & Creative Practice | ATCM | ATECPhD
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Charles Bambach,Professor,,https://profiles.utdallas.edu/charles.bambach,https://www.ratemyprofessors.com/search/professors/1273?q=Charles%20Bambach,"Hermeneutics, contemporary continental philosophy, 19th & 20th-century European intellectual history and philosophy | Philosophy and Poetry in Dialogue | History of Hermeneutics | Contemporary Continental Philosophy | Ethics in Continental Philosophy | Interdisciplinary Approaches to the Humanities | History of Philosophy: Greeks and Modern Period | Philosophy and the University in Europe | Contemporary French Philosophy and Literary Theory | Aesthetics | Environmental Philosophy | Philosophy and Poetry | Justice, Dike, and Gerechtigkeit: Translating the Metaphysics of Dwelling | The Hermeneutical Tradition from the Romantics to Heidegger | Philosophy and the German University, 1810-1945 | Translation and Philosophy of Language: Benjamin, Nietzsche, Hölderlin | Nietzsche and the Early Greeks",PHIL | IDEA
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Hwaja Bang,Lecturer I,,https://profiles.utdallas.edu/hwaja.bang,https://www.ratemyprofessors.com/search/professors/1273?q=Hwaja%20Bang,,LANG | KORE
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Ashley Barnes,Associate Professor — Literature,,https://profiles.utdallas.edu/ashley.barnes,https://www.ratemyprofessors.com/search/professors/1273?q=Ashley%20Barnes,,Nineteenth-century American Literature | Literary Ethics | Secularism | LIT | History of literary criticism | Religion and literature | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Isi Barreiro,Assistant Professor of Instruction — Design + Creative Practice,,https://profiles.utdallas.edu/isi.barreiro,https://www.ratemyprofessors.com/search/professors/1273?q=Isi%20Barreiro,,Design & Creative Practice | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Kris Behr,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/kris.behr,https://www.ratemyprofessors.com/search/professors/1273?q=Kris%20Behr,,ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Jason M. Bennett,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/jason.bennett2,https://www.ratemyprofessors.com/search/professors/1273?q=Jason%20M.%20Bennett,,
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Rodger Bennett,Lecturer I,,https://profiles.utdallas.edu/rodger.bennett,https://www.ratemyprofessors.com/search/professors/1273?q=Rodger%20Bennett,,MUSI | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Hanno Berger,"Miriam Lewis Barnett Chair for studies related to the Holocaust, genocide and human rights | Assistant Professor — Film Studies",,https://profiles.utdallas.edu/hanno.berger,https://www.ratemyprofessors.com/search/professors/1273?q=Hanno%20Berger,,FILM | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Steven Billingslea,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/steven.billingslea,https://www.ratemyprofessors.com/search/professors/1273?q=Steven%20Billingslea,,Animation & Games | Virtual Reality | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Kristin Bocchine,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/kristin.bocchine,https://www.ratemyprofessors.com/search/professors/1273?q=Kristin%20Bocchine,,Humanities | HIST
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Imane Boussouga,Teaching Assistant,,https://profiles.utdallas.edu/imane.boussouga,https://www.ratemyprofessors.com/search/professors/1273?q=Imane%20Boussouga,,LANG | FREN
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Jiajun Bracewell,Lecturer I,,https://profiles.utdallas.edu/jiajun.bracewell,https://www.ratemyprofessors.com/search/professors/1273?q=Jiajun%20Bracewell,,JAPN
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Tiffany Bragg,Visiting Assistant Professor — History,,https://profiles.utdallas.edu/tiffany.bragg,https://www.ratemyprofessors.com/search/professors/1273?q=Tiffany%20Bragg,,HIST
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Mike Bromberg,Lecturer I,,https://profiles.utdallas.edu/mike.bromberg,https://www.ratemyprofessors.com/search/professors/1273?q=Mike%20Bromberg,,COMM | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Jessie Budd,Lecturer I,,https://profiles.utdallas.edu/jessie.budd,https://www.ratemyprofessors.com/search/professors/1273?q=Jessie%20Budd,,Design & Creative Practice | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Xtine Burrough,Professor,,https://profiles.utdallas.edu/xtine,https://www.ratemyprofessors.com/search/professors/1273?q=Xtine%20Burrough,,Design & Technology | Emerging Media Art | Communication & Culture | Design & Creative Practice | ATCM | ATECPhD
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Mehak Burza,Program Manager II,Ackerman Center,https://profiles.utdallas.edu/mehak.burza,https://www.ratemyprofessors.com/search/professors/1273?q=Mehak%20Burza,,Minor in Asian Studies
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Joey Cade (she/her),Assist. Prof. of Practice,Animation & Games,https://profiles.utdallas.edu/joey.cade,https://www.ratemyprofessors.com/search/professors/1273?q=Joey%20Cade%20%28she/her%29,,Animation & Games | VFX | Producing | Creative Project Development | Studio Management | Executive Producing | IP Development | Publishing & Distribution | Flim
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Bryon Caldwell,Associate Professor of Instruction,,https://profiles.utdallas.edu/bryon.caldwell,https://www.ratemyprofessors.com/search/professors/1273?q=Bryon%20Caldwell,,Animation & Games | Games Development | Visual Effects | Animation | 3D Animation | VFX
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Cheryl Callon,Lecturer I,,https://profiles.utdallas.edu/cheryl.callon,https://www.ratemyprofessors.com/search/professors/1273?q=Cheryl%20Callon,,DANC | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Lorena Camacho,Professor of Instruction,,https://profiles.utdallas.edu/lorena.camacho-guardado,https://www.ratemyprofessors.com/search/professors/1273?q=Lorena%20Camacho,"Applied Linguistics | Cognitive Linguistics | Second Language Acquisition | Curriculum Design, Methodology | Language Pedagogy | Semantics and Pragmatics | Colloquial Spanish | Diachronic and Synchronic Morphosyntax & Phonetics",SPAN | LANG | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Laura Campos de González,Assistant Professor of Instruction — Philosophy,,https://profiles.utdallas.edu/laura.campos,https://www.ratemyprofessors.com/search/professors/1273?q=Laura%20Campos%20de%20Gonz%C3%A1lez,,PHIL
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Charles Cannon,Lecturer I,,https://profiles.utdallas.edu/charles.cannon,https://www.ratemyprofessors.com/search/professors/1273?q=Charles%20Cannon,,Communication | COMM | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Joshua Carey,Professor of Practice – Animation & Games,,https://profiles.utdallas.edu/joshua.carey,https://www.ratemyprofessors.com/search/professors/1273?q=Joshua%20Carey,,Animation & Games | 3D Animation | Character Animation
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Adam Chandler,Associate Dean for Undergraduate Studies,,https://profiles.utdallas.edu/adam.chandler,https://www.ratemyprofessors.com/search/professors/1273?q=Adam%20Chandler,,Animation & Games | Design & Technology
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Bei Chen,Associate Professor of Instruction — Chinese,,https://profiles.utdallas.edu/bei.chen,https://www.ratemyprofessors.com/search/professors/1273?q=Bei%20Chen,,Chinese Language | CHIN | LANG | Minor in Asian Studies | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Timothy Christopher,Clinical Professor,,https://profiles.utdallas.edu/timothy.christopher,https://www.ratemyprofessors.com/search/professors/1273?q=Timothy%20Christopher,,Animation & Games | Games Development | Game Studies | Educational Games | Serious Games | Analog Game Development
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Kristen Cochran,Assistant Professor of Instruction — Visual Arts,,https://profiles.utdallas.edu/kristen.cochran,https://www.ratemyprofessors.com/search/professors/1273?q=Kristen%20Cochran,,Emerging Media Art | ARTS | VPAS | Design & Creative Practice
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Heidi Rae Cooley,"Associate Professor of Arts, Technology and Emerging Communication",,https://profiles.utdallas.edu/heidi.cooley,https://www.ratemyprofessors.com/search/professors/1273?q=Heidi%20Rae%20Cooley,,"Critical Media Studies | Media Theory | Mobile Technologies | Urban Screens, and Sentient (“Smart”) Environments | Surveillance/Tracking | ATCM | Charles Sanders Peirce | Semiosis | Place-based histories | Documentary--Essay Film | ATECPhD"
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Vanessa Corder,Lecturer I,,https://profiles.utdallas.edu/vanessa.corder,https://www.ratemyprofessors.com/search/professors/1273?q=Vanessa%20Corder,,MUSI | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Sean Cotter,Professor of Literature and Translation Studies,,https://profiles.utdallas.edu/sean.cotter,https://www.ratemyprofessors.com/search/professors/1273?q=Sean%20Cotter,,LIT | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Andrew Courtois,,,https://profiles.utdallas.edu/andrew.courtois,https://www.ratemyprofessors.com/search/professors/1273?q=Andrew%20Courtois,,
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Gavin Cox,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/gavin.cox,https://www.ratemyprofessors.com/search/professors/1273?q=Gavin%20Cox,,Rhetoric
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Norm Cox,Professor of Practice,,https://profiles.utdallas.edu/norm.cox,https://www.ratemyprofessors.com/search/professors/1273?q=Norm%20Cox,,Emerging Media Art | Design & Creative Practice | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Wade Crowder Jr,Assistant Professor of Instruction — Professional and Technical Communication,,https://profiles.utdallas.edu/wade.crowder,https://www.ratemyprofessors.com/search/professors/1273?q=Wade%20Crowder%20Jr,,COMM | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Paula Cuellar Cuellar,Assistant Professor – History,,https://profiles.utdallas.edu/paula.cuellarcuellar,https://www.ratemyprofessors.com/search/professors/1273?q=Paula%20Cuellar%20Cuellar,,HIST | LATS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Fred Curchack,Professor,,https://profiles.utdallas.edu/fred.curchack,https://www.ratemyprofessors.com/search/professors/1273?q=Fred%20Curchack,,THEA | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Val Curry,Lecturer I,,https://profiles.utdallas.edu/val.curry,https://www.ratemyprofessors.com/search/professors/1273?q=Val%20Curry,,ARTS | VPAS | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Katherine Davies,Associate Professor of Philosophy,,https://profiles.utdallas.edu/katherine.davies,https://www.ratemyprofessors.com/search/professors/1273?q=Katherine%20Davies,,Gender Studies | Continental Philosophy | History of Philosophy | Feminist Philosophy | HUMA | PHIL
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,LeeAnn Derdeyn,Lecturer I,,https://profiles.utdallas.edu/leeann.derdeyn,https://www.ratemyprofessors.com/search/professors/1273?q=LeeAnn%20Derdeyn,,Environmental Humanities | Women's Studies | 20th/21st Century British Literature | 20th/21st Century American Literature | Writing & Critical Reasoning Specialist
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Daniel DeVaughn,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/daniel.devaugh2,https://www.ratemyprofessors.com/search/professors/1273?q=Daniel%20DeVaughn,,RHET
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Erika Doss,EODIAH Distinguished Chair in Art History | Professor — Art History,,https://profiles.utdallas.edu/erika.doss,https://www.ratemyprofessors.com/search/professors/1273?q=Erika%20Doss,,AHST | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Elham Doust,Lecturer I,Animation & Games,https://profiles.utdallas.edu/elham.doust-haghighi,https://www.ratemyprofessors.com/search/professors/1273?q=Elham%20Doust,,Animation & Games | Experimental Animation | 2D Animation | 3D Animation | Character Animation
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Frank Dufour,Professor Emeritus,,https://profiles.utdallas.edu/frank.dufour,https://www.ratemyprofessors.com/search/professors/1273?q=Frank%20Dufour,,Communication & Culture
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Hayley Duplantier,Lecturer I,,https://profiles.utdallas.edu/hayley.duplantier,https://www.ratemyprofessors.com/search/professors/1273?q=Hayley%20Duplantier,,DANC | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,S. Diane Durant,Professor of Instruction and Director of the Jerry & Marilyn Comer Collection of Photography,,https://profiles.utdallas.edu/durant,https://www.ratemyprofessors.com/search/professors/1273?q=S.%20Diane%20Durant,,Emerging Media Art | HUMA | ARTS | VPAS | Design & Creative Practice | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Kelly Durbin,Associate Professor of Instruction,,https://profiles.utdallas.edu/kelly.durbin,https://www.ratemyprofessors.com/search/professors/1273?q=Kelly%20Durbin,"To continue working towards developing a more integrated program of music classes, so that students may move further in their studies as they develop. | To expand the scope of MIDI and digital audio classes being offered. | To increase the number of students active in the music classes by provIding interesting and stimulating classes. | To increase the number of performing ensembles under the jazz umbrella so that we can accommodate the increasing number of interested students. | To further raIse the level of musicianship in our Jazz ensembles. | To bring historically important jazz legends to our campus to perform in the jazz concert series | To become a more effective teacher in each of my classes.",MUSI | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Russell Edmunds,University Retirees,,https://profiles.utdallas.edu/russell.edmunds,https://www.ratemyprofessors.com/search/professors/1273?q=Russell%20Edmunds,,
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Trey Egan,Lecturer I,,https://profiles.utdallas.edu/trey.egan,https://www.ratemyprofessors.com/search/professors/1273?q=Trey%20Egan,,Aesthetics | Painting | Design | Contemporary Art | Art and Technology | Color Theory | artist | visual art | ARTS | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Steven Engel Craven,Lecturer I,,https://profiles.utdallas.edu/steven.engelcraven,https://www.ratemyprofessors.com/search/professors/1273?q=Steven%20Engel%20Craven,,Animation & Games
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Kathryn Evans,Associate Professor of Instruction,,https://profiles.utdallas.edu/kathryn.evans,https://www.ratemyprofessors.com/search/professors/1273?q=Kathryn%20Evans,,ARHM | MUSI | VPAS | Art Science Curriculum | Vocal Studies
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Monica Evans,Associate Professor,,https://profiles.utdallas.edu/monica.evans1,https://www.ratemyprofessors.com/search/professors/1273?q=Monica%20Evans,,Animation & Games | Game Design | Game Development | Game Studies | Game Narrative | Narrative for Interactive Systems | Interactive Fiction | Science Fiction Studies | Educational Games | Serious Games | Games History | Analog Game Development | ATECPhD
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,William Evans,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/william.evans,https://www.ratemyprofessors.com/search/professors/1273?q=William%20Evans,,
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,J. Michael Farmer,Associate Professor,,https://profiles.utdallas.edu/farmer,https://www.ratemyprofessors.com/search/professors/1273?q=J.%20Michael%20Farmer,"Cultural, intellectual, and literary history of early medieval China (late Han-mid-Tang) | Early Chinese historiography and historical narrative | Local history/historiography (especially Sichuan) | Records of the Three States. Records of the States South of Mt. Hua | Early medieval poetry | Women in traditional China | Silk Roads/Old World Encounters | World History/Women in World History",HIST | Minor in Asian Studies
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Eric Farrar,Associate Professor,,https://profiles.utdallas.edu/eric.farrar,https://www.ratemyprofessors.com/search/professors/1273?q=Eric%20Farrar,3D and 2D Animation | Animation History | Character Setup/ Rigging | Narrative Storytelling | Music/Sound as a Design Element,Animation & Games | Design & Technology | Emerging Media Art | Art & Science | Design & Creative Practice | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Todd Fechter,Senior Associate Dean,,https://profiles.utdallas.edu/todd.fechter,https://www.ratemyprofessors.com/search/professors/1273?q=Todd%20Fechter,,Animation & Games | Design & Technology | Art & Science
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Anne Gray Fischer,Associate Professor,,https://profiles.utdallas.edu/annegrayfischer,https://www.ratemyprofessors.com/search/professors/1273?q=Anne%20Gray%20Fischer,,HIST
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Paul Fishwick,"Former Professor of Computer Science | Distinguished Chair Emeritus of Arts, Humanities, and Technology",,https://profiles.utdallas.edu/paul.fishwick,https://www.ratemyprofessors.com/search/professors/1273?q=Paul%20Fishwick,,Design & Technology | Design & Creative Practice | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Hal Gupta-Fitzgerald,Associate Professor of Practice,,https://profiles.utdallas.edu/hal.fitzgerald,https://www.ratemyprofessors.com/search/professors/1273?q=Hal%20Gupta-Fitzgerald,,Design & Technology | Emerging Media Art | Sound Design | Design & Creative Practice | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,James Michael Fraley,Assistant Professor of Instruction,,https://profiles.utdallas.edu/james.fraley,https://www.ratemyprofessors.com/search/professors/1273?q=James%20Michael%20Fraley,,Critical Media Studies | COMM | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Brian Fridge,Lecturer I,,https://profiles.utdallas.edu/brian.fridge,https://www.ratemyprofessors.com/search/professors/1273?q=Brian%20Fridge,,Photography | Drawing | ARTS | VPAS | Video Art
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Frederick Gardner,Assistant Professor of Practice,"Arts, Humanities & Technology",https://profiles.utdallas.edu/frederick.gardner,https://www.ratemyprofessors.com/search/professors/1273?q=Frederick%20Gardner,,Animation & Games
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Tamara George,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/tamara.george,https://www.ratemyprofessors.com/search/professors/1273?q=Tamara%20George,,RHET
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Lori Gerard,Assistant Professor of Instruction,,https://profiles.utdallas.edu/lori.gerard,https://www.ratemyprofessors.com/search/professors/1273?q=Lori%20Gerard,,MUSI | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Janece Glauser,Assistant Professor of Instruction,,https://profiles.utdallas.edu/janece.glauser,https://www.ratemyprofessors.com/search/professors/1273?q=Janece%20Glauser,,COMM | VPAS | ECS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Paula Goldberg,Lecturer I,,https://profiles.utdallas.edu/paula.goldberg,https://www.ratemyprofessors.com/search/professors/1273?q=Paula%20Goldberg,,Directing | Screenwriting | Acting | CRWT
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Humberto González-Núñez,Assistant Professor — Philosophy,,https://profiles.utdallas.edu/humberto.gonzaleznunez,https://www.ratemyprofessors.com/search/professors/1273?q=Humberto%20Gonz%C3%A1lez-N%C3%BA%C3%B1ez,"Latin American, Caribbean, and Latinx Philosophy and Literature | 19th and 20th Century Continental Philosophy (Phenomenology, Deconstruction, Psychoanalysis, and Hermeneutics) | Postcolonial and Decolonial Thought | History of Philosophy (especially Ancient Greek Philosophy) | Social and Political Philosophy | Aesthetics and Philosophy of Art",HUMA | PHIL | LATS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,John C. Gooch,Program Head for Communication Studies,,https://profiles.utdallas.edu/john.gooch,https://www.ratemyprofessors.com/search/professors/1273?q=John%20C.%20Gooch,,Humanities | COMM | VPAS | atec
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Pamela Gossin,Professor — Literature and History,,https://profiles.utdallas.edu/pamela.gossin,https://www.ratemyprofessors.com/search/professors/1273?q=Pamela%20Gossin,,HIST | LIT | ARHM | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Erin Elizabeth Greer,Associate Professor — Literature,,https://profiles.utdallas.edu/erin.greer,https://www.ratemyprofessors.com/search/professors/1273?q=Erin%20Elizabeth%20Greer,,Twentieth and Twenty-first century British literature | ordinary language philosophy | critical theory | new media | LIT | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Troy Griffin,Associate Professor of Instruction,,https://profiles.utdallas.edu/troy.griffin,https://www.ratemyprofessors.com/search/professors/1273?q=Troy%20Griffin,,Animation & Games
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Ming Dong Gu,Katherine R. Cecil Professor in Foreign Languages | Professor — Literature,,https://profiles.utdallas.edu/mdgu,https://www.ratemyprofessors.com/search/professors/1273?q=Ming%20Dong%20Gu,,HUMA | LIT | LANG | Minor in Asian Studies | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Jonathan Hartmann,Dr. Jonathan Hartmann | Lecturer I,,https://profiles.utdallas.edu/jonathan.hartmann,https://www.ratemyprofessors.com/search/professors/1273?q=Jonathan%20Hartmann,,19th & 20th - Century American Literatures & Cultures | Film Studies | African American Diaspora | Journalism | Autobiography
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Christina Haslage,Lecturer I,Arts Humanities & Technology,https://profiles.utdallas.edu/christina.haslage,https://www.ratemyprofessors.com/search/professors/1273?q=Christina%20Haslage,,LIT
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Charles Hatfield,Associate Professor — Literature,,https://profiles.utdallas.edu/charles.hatfield,https://www.ratemyprofessors.com/search/professors/1273?q=Charles%20Hatfield,,LIT | LATS | LITandLANG
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Audra Heaslip,Assistant Professor of Instruction,,https://profiles.utdallas.edu/audra.heaslip,https://www.ratemyprofessors.com/search/professors/1273?q=Audra%20Heaslip,,Critical Media Studies | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Melissa Hernandez-Katz (she/her/ella),Assistant Dean of Student Success | Associate Professor of Instruction – Professional and Technical Communication,,https://profiles.utdallas.edu/melissa.katz,https://www.ratemyprofessors.com/search/professors/1273?q=Melissa%20Hernandez-Katz%20%28she/her/ella%29,,Communication | Leadership | Culture | Higher education | COMM | VPAS | ECS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Sharon Hewitt,Assistant Professor of Instruction,,https://profiles.utdallas.edu/sharon.hewitt,https://www.ratemyprofessors.com/search/professors/1273?q=Sharon%20Hewitt,,Design & Technology | Emerging Media Art | Art & Science | Communication & Culture | VPAS | Film | Design & Creative Practice | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Brynn Higgins-Stirrup,"Assistant Professor of Instruction — Visual Arts, Drawing",,https://profiles.utdallas.edu/brynn.higgins-stirrup,https://www.ratemyprofessors.com/search/professors/1273?q=Brynn%20Higgins-Stirrup,,ARTS | VPAS | ATCM
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Kimberly Hill,Associate Professor of U.S. and African American History,,https://profiles.utdallas.edu/kimberly.hill,https://www.ratemyprofessors.com/search/professors/1273?q=Kimberly%20Hill,,Texas History | Religious History | Missionaries | Civil Rights | Twentieth Century | Progressive Era | Late Nineteenth Century | African Americans | African History | Black Internationalism | U.S. South | Race and Education | HIST | ARHM | IDEA
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Dr. Maiza Laurent Hixson,Visiting Assistant Professor – Visual and Performing Arts,,https://profiles.utdallas.edu/maiza.hixson,https://www.ratemyprofessors.com/search/professors/1273?q=Dr.%20Maiza%20Laurent%20Hixson,,THEA | VPAS
"Harry W. Bass Jr. School of Arts, Humanities, and Technology",AHT,Daniel Hodan,Lecturer I,,https://profiles.utdallas.edu/dmh017000,https://www.ratemyprofessors.com/search/professors/1273?q=Daniel%20Hodan,,MUSI | VPAS
